70	0	-1.9
70	5	-0.39
70	10	0.86
70	15	1.88
70	20	2.7
70	25	3.34
70	30	3.83
70	35	4.16
70	40	4.36
70	45	4.43
70	50	4.36
70	55	4.16
70	60	3.82
70	65	3.34
70	70	2.7
70	75	1.88
70	80	0.86
70	85	-0.39
70	90	-1.91
70	95	-3.72
70	100	-5.76
70	105	-7.61
70	110	-8.32
70	115	-7.4
70	120	-5.76
70	125	-4.17
70	130	-2.89
70	135	-1.93
70	140	-1.28
70	145	-0.9
70	150	-0.79
70	155	-0.93
70	160	-1.33
70	165	-1.99
70	170	-2.94
70	175	-4.2
70	180	-5.77
70	185	-7.6
70	190	-9.4
70	195	-10.48
70	200	-10.24
70	205	-9.14
70	210	-7.95
70	215	-7.03
70	220	-6.47
70	225	-6.28
70	230	-6.47
70	235	-7.03
70	240	-7.95
70	245	-9.14
70	250	-10.24
70	255	-10.49
70	260	-9.42
70	265	-7.61
70	270	-5.78
70	275	-4.21
70	280	-2.95
70	285	-2
70	290	-1.34
70	295	-0.94
70	300	-0.8
70	305	-0.91
70	310	-1.29
70	315	-1.94
70	320	-2.9
70	325	-4.18
70	330	-5.77
70	335	-7.41
70	340	-8.31
70	345	-7.6
70	350	-5.75
70	355	-3.72
70	0	-1.9
