70	0	-12.53
70	5	-19.16
70	10	-10.58
70	15	-5.45
70	20	-2.44
70	25	-0.62
70	30	0.43
70	35	0.97
70	40	1.2
70	45	1.26
70	50	1.2
70	55	0.97
70	60	0.43
70	65	-0.62
70	70	-2.44
70	75	-5.45
70	80	-10.58
70	85	-19.16
70	90	-12.53
70	95	-7.16
70	100	-4.15
70	105	-2.32
70	110	-1.24
70	115	-0.75
70	120	-0.69
70	125	-0.84
70	130	-0.9
70	135	-0.64
70	140	-0.11
70	145	0.39
70	150	0.56
70	155	0.25
70	160	-0.64
70	165	-2.21
70	170	-4.67
70	175	-8.53
70	180	-13.88
70	185	-11.86
70	190	-6.76
70	195	-3.5
70	200	-1.46
70	205	-0.28
70	210	0.26
70	215	0.39
70	220	0.34
70	225	0.29
70	230	0.34
70	235	0.39
70	240	0.26
70	245	-0.28
70	250	-1.46
70	255	-3.5
70	260	-6.76
70	265	-11.86
70	270	-13.88
70	275	-8.53
70	280	-4.67
70	285	-2.21
70	290	-0.64
70	295	0.25
70	300	0.56
70	305	0.39
70	310	-0.11
70	315	-0.64
70	320	-0.9
70	325	-0.84
70	330	-0.69
70	335	-0.75
70	340	-1.24
70	345	-2.32
70	350	-4.15
70	355	-7.16
70	0	-12.53
