70	0	-14.26
70	5	-15.27
70	10	-9.16
70	15	-5.05
70	20	-2.25
70	25	-0.25
70	30	1.19
70	35	2.17
70	40	2.75
70	45	2.94
70	50	2.75
70	55	2.17
70	60	1.19
70	65	-0.25
70	70	-2.25
70	75	-5.05
70	80	-9.16
70	85	-15.27
70	90	-14.26
70	95	-8.55
70	100	-4.84
70	105	-2.28
70	110	-0.41
70	115	0.98
70	120	1.96
70	125	2.59
70	130	2.87
70	135	2.8
70	140	2.38
70	145	1.59
70	150	0.42
70	155	-1.19
70	160	-3.33
70	165	-6.23
70	170	-10.4
70	175	-16.61
70	180	-15.92
70	185	-10.07
70	190	-6.23
70	195	-3.55
70	200	-1.53
70	205	0.03
70	210	1.2
70	215	2.04
70	220	2.53
70	225	2.7
70	230	2.53
70	235	2.04
70	240	1.2
70	245	0.03
70	250	-1.53
70	255	-3.55
70	260	-6.23
70	265	-10.07
70	270	-15.92
70	275	-16.61
70	280	-10.4
70	285	-6.23
70	290	-3.33
70	295	-1.19
70	300	0.42
70	305	1.59
70	310	2.38
70	315	2.8
70	320	2.87
70	325	2.59
70	330	1.96
70	335	0.98
70	340	-0.41
70	345	-2.28
70	350	-4.84
70	355	-8.55
70	0	-14.26
