70	0	-3.99
70	5	-4.15
70	10	-4.3
70	15	-4.42
70	20	-4.53
70	25	-4.62
70	30	-4.68
70	35	-4.73
70	40	-4.76
70	45	-4.77
70	50	-4.76
70	55	-4.73
70	60	-4.68
70	65	-4.62
70	70	-4.53
70	75	-4.42
70	80	-4.3
70	85	-4.15
70	90	-3.99
70	95	-3.82
70	100	-3.62
70	105	-3.42
70	110	-3.2
70	115	-2.98
70	120	-2.75
70	125	-2.51
70	130	-2.27
70	135	-2.03
70	140	-1.79
70	145	-1.56
70	150	-1.33
70	155	-1.11
70	160	-0.9
70	165	-0.69
70	170	-0.5
70	175	-0.32
70	180	-0.16
70	185	-0.01
70	190	0.12
70	195	0.24
70	200	0.34
70	205	0.43
70	210	0.49
70	215	0.54
70	220	0.56
70	225	0.57
70	230	0.56
70	235	0.54
70	240	0.49
70	245	0.43
70	250	0.34
70	255	0.24
70	260	0.12
70	265	-0.01
70	270	-0.16
70	275	-0.32
70	280	-0.5
70	285	-0.69
70	290	-0.9
70	295	-1.11
70	300	-1.33
70	305	-1.56
70	310	-1.79
70	315	-2.03
70	320	-2.27
70	325	-2.51
70	330	-2.75
70	335	-2.98
70	340	-3.2
70	345	-3.42
70	350	-3.62
70	355	-3.82
70	0	-3.99
