70	0	1.85
70	5	2.23
70	10	2.56
70	15	2.85
70	20	3.09
70	25	3.28
70	30	3.44
70	35	3.54
70	40	3.61
70	45	3.63
70	50	3.61
70	55	3.54
70	60	3.44
70	65	3.28
70	70	3.09
70	75	2.85
70	80	2.56
70	85	2.23
70	90	1.85
70	95	1.41
70	100	0.93
70	105	0.4
70	110	-0.19
70	115	-0.83
70	120	-1.52
70	125	-2.25
70	130	-3.03
70	135	-3.84
70	140	-4.67
70	145	-5.5
70	150	-6.33
70	155	-7.13
70	160	-7.88
70	165	-8.59
70	170	-9.23
70	175	-9.83
70	180	-10.38
70	185	-10.9
70	190	-11.38
70	195	-11.85
70	200	-12.28
70	205	-12.67
70	210	-13
70	215	-13.26
70	220	-13.42
70	225	-13.47
70	230	-13.42
70	235	-13.26
70	240	-13
70	245	-12.67
70	250	-12.28
70	255	-11.85
70	260	-11.38
70	265	-10.9
70	270	-10.38
70	275	-9.83
70	280	-9.23
70	285	-8.59
70	290	-7.88
70	295	-7.13
70	300	-6.33
70	305	-5.5
70	310	-4.67
70	315	-3.84
70	320	-3.03
70	325	-2.25
70	330	-1.52
70	335	-0.83
70	340	-0.19
70	345	0.4
70	350	0.93
70	355	1.41
70	0	1.85
