70	0	-3.17
70	5	-1.47
70	10	-0.05
70	15	1.16
70	20	2.18
70	25	3.03
70	30	3.71
70	35	4.19
70	40	4.49
70	45	4.59
70	50	4.49
70	55	4.19
70	60	3.71
70	65	3.03
70	70	2.18
70	75	1.16
70	80	-0.05
70	85	-1.47
70	90	-3.17
70	95	-5.3
70	100	-8.15
70	105	-12.28
70	110	-16.91
70	115	-13.25
70	120	-8.26
70	125	-4.83
70	130	-2.41
70	135	-0.66
70	140	0.57
70	145	1.37
70	150	1.8
70	155	1.88
70	160	1.63
70	165	1.05
70	170	0.1
70	175	-1.27
70	180	-3.22
70	185	-6.07
70	190	-10.67
70	195	-19.08
70	200	-14.74
70	205	-8.6
70	210	-5.29
70	215	-3.37
70	220	-2.33
70	225	-2
70	230	-2.33
70	235	-3.37
70	240	-5.29
70	245	-8.6
70	250	-14.74
70	255	-19.08
70	260	-10.67
70	265	-6.07
70	270	-3.22
70	275	-1.27
70	280	0.1
70	285	1.05
70	290	1.63
70	295	1.88
70	300	1.8
70	305	1.37
70	310	0.57
70	315	-0.66
70	320	-2.41
70	325	-4.83
70	330	-8.26
70	335	-13.25
70	340	-16.91
70	345	-12.28
70	350	-8.15
70	355	-5.3
70	0	-3.17
